sensor,score_ttest,rank_ttest,score_mutual_info,rank_mutual_info,score_l1_logistic,rank_l1_logistic,score_random_forest,rank_random_forest,score_shap,rank_shap,mean_rank,consensus_rank,stability,selected
sensor_460,2.472775993739951,21.0,0.0021878854264016923,157.0,0.29319831038931277,14.0,0.009883397652320266,10.0,0.0069531562144681406,6.0,41.6,13,0.5,True
sensor_573,2.542741532627688,19.0,0.020692056950948112,24.0,0.1554609964189536,35.0,0.004977880808610263,40.0,0.0017896480723702056,94.0,42.4,14,0.5,True
sensor_103,4.367247473890139,4.0,0.005541773670907357,118.0,0.03360145359929115,88.0,0.013411289855378978,5.0,0.008270616955499733,4.0,43.8,15,0.6666666666666666,True
sensor_019,2.0434924492441757,43.0,0.017995472958226566,39.0,0.08648445144755938,61.0,0.004676603315232376,46.0,0.002916097840236147,37.0,45.2,16,0.23333333333333334,True
sensor_122,3.643147514288987,7.0,0.02073862835991358,23.0,0.00018350414310298356,119.0,0.004623535103861285,47.0,0.0030791795283351903,36.0,46.4,17,0.2,True
sensor_213,1.817418278830469,53.0,0.01200790777246552,75.0,0.09159887579371216,54.0,0.006237765919652747,28.0,0.0033330520164857563,31.0,48.2,18,0.5666666666666667,True
sensor_102,1.5505124479694476,73.0,0.01399697140602374,56.0,0.12972513951496928,42.0,0.004680384784935707,45.0,0.0034906204199608632,26.0,48.4,19,0.36666666666666664,True
sensor_040,1.4734763758686749,79.0,0.0386411139742775,1.0,0.04035357004737602,82.0,0.0052283434106084265,36.0,0.0021426953917313106,62.0,52.0,20,0.2,True
sensor_065,2.051463641695693,42.0,0.027300166217064215,7.0,0.0,196.0,0.011253300316429907,7.0,0.006286230705599756,8.0,52.0,21,0.2,True
sensor_138,1.78237188415802,57.0,0.019764657244844663,30.0,0.1937895057503373,24.0,0.0033567777291949965,102.0,0.0021783919924691308,60.0,54.6,22,0.43333333333333335,True
sensor_130,2.341593614163489,25.0,0.021638638188718584,17.0,0.004124567032923492,117.0,0.004051624232105058,64.0,0.0023708416690876324,52.0,55.0,23,0.2,True
sensor_028,4.134747286337274,5.0,0.016462683098764863,45.0,0.0,196.0,0.00904042352429458,11.0,0.0039919726325873105,20.0,55.4,24,0.5333333333333333,True
sensor_125,4.496337725457304,3.0,0.014564175918979405,53.0,0.0072562049574296985,114.0,0.004822376709741981,44.0,0.0018761421871013111,83.0,59.4,25,0.6,True
sensor_468,1.738661675863665,62.0,0.016643377336574394,44.0,0.0,196.0,0.010085433786072583,9.0,0.005263735777336584,11.0,64.4,26,0.13333333333333333,True
sensor_182,1.6144803172138917,70.0,0.014597061422736202,52.0,0.05913869464287496,73.0,0.004287463112587799,58.0,0.0020044387964480554,72.0,65.0,27,0.23333333333333334,True
sensor_079,3.941318128258351,6.0,0.009952115073287082,85.0,0.0,196.0,0.0067154671502584525,22.0,0.004546237681460197,17.0,65.2,28,0.16666666666666666,True
sensor_153,1.2638269694398803,98.0,0.029628009403313893,5.0,0.0,196.0,0.00892327765329701,12.0,0.004445826999468448,19.0,66.0,29,0.0,True
sensor_014,2.229998346699268,31.0,0.003646774350226867,132.0,0.1865945738332539,26.0,0.003973832491207038,68.0,0.0019876741700622274,74.0,66.2,30,0.36666666666666664,True
sensor_488,2.749402828232011,16.0,0.0,229.0,0.31721314318685767,11.0,0.004415696752168889,51.0,0.0036030942614735774,24.0,66.2,31,0.03333333333333333,False
sensor_041,0.5114714122956432,192.0,0.03724957928534223,2.0,0.08731965037772323,58.0,0.005253153508656376,35.0,0.002558397270281658,46.0,66.6,32,0.23333333333333334,False
sensor_205,1.7883594513479661,56.0,0.011927703666628764,76.0,0.0,196.0,0.014431085271975602,4.0,0.009807580295636612,3.0,67.0,33,0.13333333333333333,False
sensor_031,2.0913774722670038,39.0,0.0,229.0,0.18039208542371013,28.0,0.006910467736067017,20.0,0.0036625155802655135,23.0,67.8,34,0.13333333333333333,False
sensor_587,1.891567414713905,48.0,0.004105908626016452,129.0,0.10616458422815515,49.0,0.004254588692211668,59.0,0.0022937109330849136,56.0,68.2,35,0.1,False
sensor_112,3.2053010618653834,10.0,0.007181691000714974,104.0,0.0,196.0,0.007027151867600511,19.0,0.00444964448182978,18.0,69.4,36,0.0,False
sensor_131,0.746736135172732,164.0,0.010015496840771743,84.0,0.1839458241678721,27.0,0.0051741083095050355,37.0,0.002894874225905203,38.0,70.0,37,0.1,False
sensor_385,2.424712125038897,22.0,0.007867768910431394,97.0,0.0,196.0,0.0066502589331960075,23.0,0.005082111946454218,12.0,70.0,38,0.13333333333333333,False
sensor_183,1.0636367261810582,125.0,0.009816124151762029,86.0,0.3705915738133037,8.0,0.0038096960251921006,75.0,0.002080981777650978,68.0,72.4,39,0.1,False
sensor_090,2.544358616834937,18.0,0.0,229.0,0.14256425714343848,38.0,0.004987748937945962,38.0,0.00255762768028608,47.0,74.0,40,0.16666666666666666,False
sensor_128,2.9813029942413616,13.0,0.020203789812557327,27.0,0.0,196.0,0.0036731477955647663,85.0,0.0023323706164280105,55.0,75.2,41,0.0,False
sensor_126,1.843627907954084,51.0,0.01321930034359653,65.0,0.0,196.0,0.005465753072229265,33.0,0.002598138726594394,45.0,78.0,42,0.2,False
sensor_197,1.5711326781646897,72.0,0.0,229.0,0.13036429489767637,41.0,0.006540208973923695,26.0,0.0038662523927290365,22.0,78.0,43,0.06666666666666667,False
sensor_055,1.1449069652497714,111.0,0.022166356865851222,14.0,0.0,196.0,0.005634436446393343,31.0,0.0024597964203433025,49.0,80.2,44,0.03333333333333333,False
sensor_056,1.0988721477716805,116.0,0.005917197594787815,115.0,0.4392302792338229,5.0,0.0036727483911389316,86.0,0.0017494488799414424,98.0,84.0,45,0.06666666666666667,False
sensor_058,1.5164528825533854,76.0,0.013627984896107392,60.0,0.0,196.0,0.004860651448868166,43.0,0.0023351590984010116,54.0,85.8,46,0.1,False
